LAT,LON,5_T2M_AVERAGE,5_T2M_MIN,5_T2M_MAX,5_GWETROOT_AVERAGE,5_GWETROOT_MIN,5_GWETROOT_MAX,5_PRECTOTCORR_AVERAGE,5_PRECTOTCORR_MIN,5_PRECTOTCORR_MAX,10_T2M_AVERAGE,10_T2M_MIN,10_T2M_MAX,10_GWETROOT_AVERAGE,10_GWETROOT_MIN,10_GWETROOT_MAX,10_PRECTOTCORR_AVERAGE,10_PRECTOTCORR_MIN,10_PRECTOTCORR_MAX
-15.75,35.25,22.457916666666662,17.581666666666667,27.48333333333333,0.6974999999999999,0.5566666666666668,0.8783333333333333,4.303611111111111,0.0433333333333333,15.888333333333335,22.66909090909091,17.93727272727273,27.57363636363636,0.6751515151515151,0.5536363636363636,0.8545454545454546,3.685530303030304,0.0236363636363636,15.139090909090909
-15.75,35.75,21.714583333333334,16.971666666666668,26.471666666666664,0.7395833333333334,0.59,0.9216666666666667,4.531666666666667,0.055,16.363333333333333,21.90386363636364,17.236363636363635,26.481818181818184,0.7162878787878788,0.5863636363636363,0.8981818181818181,3.8859848484848487,0.03,15.445454545454544
-15.25,33.25,24.096666666666664,18.85666666666667,29.516666666666666,0.496111111111111,0.4116666666666667,0.6383333333333333,2.7881944444444446,0.0116666666666666,12.305,24.29878787878788,19.19090909090909,29.769090909090917,0.4834090909090909,0.4100000000000001,0.6209090909090909,2.5034848484848484,0.0063636363636363,11.506363636363636
-15.25,33.75,22.44583333333333,17.14,27.795,0.6465277777777778,0.535,0.8016666666666667,3.5393055555555555,0.0183333333333333,14.713333333333331,22.663636363636364,17.494545454545456,28.05727272727273,0.6279545454545454,0.5318181818181819,0.7699999999999999,3.0090909090909093,0.01,12.82
-15.25,34.25,20.72888888888889,15.635,25.53833333333333,0.7148611111111111,0.5883333333333333,0.8683333333333335,3.895277777777778,0.0249999999999999,15.816666666666665,20.896212121212127,15.867272727272727,25.786363636363635,0.6955303030303032,0.58,0.84,3.331136363636364,0.0136363636363636,13.997272727272728
-15.25,34.75,21.55972222222222,16.588333333333335,26.48,0.7172222222222221,0.5833333333333333,0.8850000000000001,4.2225,0.0249999999999999,16.07166666666667,21.75196969696969,16.874545454545455,26.680909090909086,0.6946969696969698,0.5754545454545454,0.8536363636363636,3.517348484848485,0.0136363636363636,14.710909090909093
-15.25,35.25,22.594583333333336,17.783333333333335,27.576666666666664,0.7159722222222222,0.5816666666666667,0.8983333333333334,4.270277777777777,0.0249999999999999,16.51,22.79568181818182,18.10272727272727,27.67636363636364,0.6941666666666667,0.5763636363636363,0.8709090909090911,3.527575757575758,0.0136363636363636,15.141818181818184
-15.25,35.75,22.742500000000003,18.08333333333333,27.58333333333333,0.7233333333333333,0.59,0.9133333333333334,4.140833333333333,0.0266666666666666,15.845,22.92742424242424,18.341818181818184,27.598181818181818,0.7028787878787878,0.5863636363636363,0.8918181818181818,3.476969696969697,0.0145454545454545,14.682727272727272
-14.75,33.25,22.64305555555556,17.396666666666665,28.04833333333333,0.5420833333333334,0.4333333333333333,0.7083333333333334,3.319861111111111,0.01,14.593333333333334,22.950909090909093,17.87090909090909,28.36181818181818,0.520909090909091,0.4309090909090909,0.6736363636363636,2.86939393939394,0.0054545454545454,12.85
-14.75,33.75,20.41486111111111,15.228333333333332,25.41,0.7351388888888889,0.6083333333333333,0.9016666666666664,3.909444444444444,0.0116666666666666,17.16333333333333,20.626742424242423,15.533636363636369,25.686363636363637,0.7143181818181819,0.6045454545454546,0.8654545454545454,3.2709090909090905,0.0063636363636363,14.635454545454548
-14.75,34.25,19.28097222222222,14.331666666666669,23.773333333333337,0.7608333333333333,0.6233333333333334,0.9216666666666667,4.3075,0.0216666666666666,18.576666666666664,19.433636363636364,14.509090909090911,23.995454545454542,0.7411363636363636,0.6154545454545454,0.889090909090909,3.5999242424242426,0.0118181818181818,15.981818181818182
-14.75,34.75,21.399444444444445,16.663333333333338,26.161666666666672,0.7438888888888888,0.6133333333333333,0.9233333333333332,4.283333333333333,0.02,17.12333333333333,21.56007575757576,16.87363636363636,26.33363636363637,0.7254545454545455,0.6072727272727273,0.8945454545454544,3.482878787878788,0.0109090909090909,14.806363636363637
-14.75,35.25,22.924166666666665,18.39666666666667,27.931666666666672,0.7230555555555555,0.5983333333333334,0.925,4.004027777777778,0.0166666666666666,16.026666666666667,23.08469696969697,18.635454545454547,28.013636363636365,0.7071212121212122,0.5954545454545453,0.9027272727272728,3.250454545454545,0.009090909090909,14.016363636363636
-14.75,35.75,22.796805555555554,18.37666666666667,27.795,0.7108333333333333,0.5883333333333333,0.9183333333333334,3.730277777777778,0.0133333333333333,16.043333333333333,22.94969696969697,18.59,27.80909090909091,0.6956060606060606,0.5863636363636363,0.9027272727272728,3.1290909090909094,0.0072727272727272,14.455454545454549
-14.25,33.25,21.336666666666662,16.264999999999997,26.475,0.6251388888888888,0.5049999999999999,0.7966666666666665,3.546944444444444,0.0016666666666666,15.493333333333332,21.64719696969697,16.732727272727274,26.805454545454552,0.6016666666666667,0.5027272727272727,0.7563636363636363,2.977272727272727,0.0009090909090909,13.197272727272727
-14.25,33.75,19.927222222222223,15.041666666666666,24.638333333333332,0.7266666666666666,0.605,0.89,3.7711111111111113,0.0033333333333333,16.5,20.11712121212121,15.296363636363637,24.89454545454545,0.7093181818181818,0.6027272727272728,0.860909090909091,3.1954545454545453,0.0018181818181818,14.513636363636364
-14.25,34.25,20.340416666666663,15.61,24.861666666666668,0.726111111111111,0.605,0.8883333333333333,3.908472222222223,0.005,17.279999999999998,20.49007575757576,15.8,25.071818181818177,0.709469696969697,0.5990909090909091,0.860909090909091,3.286363636363637,0.0027272727272727,14.939090909090911
-14.25,34.75,22.60652777777777,18.05166666666667,27.225000000000005,0.7073611111111111,0.595,0.88,3.821111111111112,0.0066666666666666,15.716666666666669,22.744621212121213,18.258181818181814,27.365454545454543,0.6929545454545455,0.5927272727272727,0.8563636363636363,3.146666666666667,0.0036363636363636,13.79818181818182
-14.25,35.25,23.23888888888889,18.826666666666668,28.07333333333333,0.704861111111111,0.59,0.895,3.6427777777777774,0.0083333333333333,14.283333333333331,23.374015151515152,19.030909090909088,28.15818181818182,0.6918939393939394,0.59,0.8763636363636365,3.009469696969697,0.0045454545454545,13.016363636363636
-14.25,35.75,22.186666666666667,17.793333333333333,27.24,0.7151388888888889,0.5916666666666666,0.9166666666666666,3.487083333333333,0.0116666666666666,14.956666666666663,22.325454545454548,17.961818181818185,27.301818181818177,0.7012878787878788,0.5909090909090909,0.8990909090909093,2.9805303030303025,0.0063636363636363,13.862727272727271
-13.75,33.25,20.848333333333333,16.03166666666667,25.761666666666667,0.6718055555555557,0.5483333333333333,0.855,3.3920833333333333,0.0,13.493333333333334,21.081969696969697,16.37909090909091,26.04,0.651439393939394,0.5463636363636364,0.8127272727272729,2.8449242424242422,0.0,12.05818181818182
-13.75,33.75,20.310694444444444,15.651666666666666,24.94666666666667,0.7191666666666666,0.6016666666666667,0.89,3.5381944444444446,0.0016666666666666,14.711666666666666,20.438560606060605,15.835454545454546,25.14181818181818,0.7078030303030304,0.5990909090909089,0.8681818181818183,3.0684848484848484,0.0009090909090909,13.29818181818182
-13.75,34.25,23.20833333333333,18.76,27.813333333333333,0.6720833333333335,0.56,0.87,3.539444444444444,0.0016666666666666,14.916666666666666,23.35325757575757,18.99727272727273,28.01090909090909,0.6603030303030303,0.5563636363636365,0.8490909090909091,3.0371969696969696,0.0009090909090909,13.409999999999998
-13.75,34.75,23.91944444444444,19.48,28.468333333333334,0.6790277777777778,0.57,0.87,3.528472222222222,0.0066666666666666,13.83,24.055909090909093,19.723636363636366,28.60090909090909,0.6675757575757576,0.5690909090909091,0.85,2.975227272727273,0.0036363636363636,12.960909090909093
-13.75,35.25,22.87444444444445,18.391666666666666,27.541666666666668,0.7072222222222222,0.595,0.8866666666666666,3.480277777777778,0.0083333333333333,13.476666666666668,23.00310606060606,18.59,27.631818181818183,0.6938636363636363,0.5927272727272727,0.8663636363636364,2.956742424242424,0.0045454545454545,13.056363636363637
-13.75,35.75,21.612361111111117,17.06,26.53166666666667,0.7284722222222223,0.6033333333333334,0.9133333333333332,3.430416666666668,0.0116666666666666,13.705,21.74356060606061,17.215454545454545,26.62272727272727,0.7128787878787879,0.6018181818181817,0.8854545454545455,3.009469696969697,0.0063636363636363,13.563636363636364
-13.25,33.25,20.86694444444444,16.215,25.655,0.6361111111111111,0.5033333333333333,0.8383333333333334,3.347361111111111,0.0,13.091666666666669,21.043636363636363,16.48,25.88272727272728,0.6165151515151516,0.5009090909090909,0.7972727272727272,2.8484090909090907,0.0,12.27
-13.25,33.75,20.769166666666667,16.24,25.325000000000003,0.6941666666666667,0.5683333333333332,0.8766666666666668,3.39875,0.0016666666666666,13.203333333333331,20.85969696969697,16.37636363636364,25.487272727272725,0.6844696969696971,0.5663636363636364,0.8554545454545455,3.052272727272727,0.0009090909090909,12.954545454545457
-13.25,34.25,25.038750000000004,20.92,29.18166666666667,0.6613888888888889,0.5499999999999999,0.8816666666666667,3.355,0.0016666666666666,13.476666666666668,25.15446969696969,21.14090909090909,29.37272727272727,0.6543939393939394,0.5490909090909091,0.8718181818181818,2.9644696969696964,0.0009090909090909,13.103636363636364
-13.25,34.75,24.21430555555556,19.94666666666667,28.50500000000001,0.6959722222222222,0.5766666666666667,0.9083333333333332,3.5393055555555555,0.005,13.553333333333333,24.34946969696969,20.211818181818185,28.63818181818182,0.6846212121212121,0.5736363636363637,0.8909090909090908,3.0250757575757574,0.0027272727272727,13.146363636363638
-13.25,35.25,21.92375,17.42,26.42,0.7376388888888888,0.605,0.9316666666666666,3.79875,0.0083333333333333,13.909999999999998,22.06128787878788,17.66272727272727,26.521818181818187,0.7201515151515151,0.6018181818181817,0.9009090909090908,3.2303787878787884,0.0045454545454545,13.628181818181815
-13.25,35.75,20.798194444444444,16.211666666666666,25.40833333333333,0.7531944444444444,0.61,0.9316666666666666,3.945138888888889,0.01,14.471666666666666,20.920454545454547,16.38,25.485454545454548,0.7334090909090908,0.6072727272727272,0.8945454545454545,3.434015151515152,0.0054545454545454,14.365454545454549
-12.75,33.25,20.76944444444445,16.171666666666663,25.40833333333333,0.6355555555555557,0.4883333333333333,0.8650000000000001,3.66625,0.0,15.791666666666666,20.925454545454546,16.460909090909094,25.579090909090908,0.6128030303030303,0.4854545454545455,0.8136363636363636,3.11030303030303,0.0,13.982727272727272
-12.75,33.75,20.889027777777773,16.465,25.17,0.6747222222222221,0.5466666666666667,0.8483333333333333,3.632361111111111,0.0033333333333333,14.276666666666666,20.968939393939397,16.58090909090909,25.30090909090909,0.6624242424242424,0.5418181818181819,0.822727272727273,3.2996212121212123,0.0018181818181818,13.54
-12.75,34.25,25.29041666666667,21.42333333333333,28.805000000000003,0.6555555555555556,0.5433333333333333,0.8616666666666667,3.180277777777778,0.0,12.433333333333332,25.38386363636364,21.593636363636364,28.94363636363637,0.6495454545454546,0.5427272727272727,0.8572727272727274,2.9411363636363643,0.0,12.342727272727272
-12.75,34.75,24.27819444444445,20.286666666666665,28.141666666666666,0.7031944444444443,0.5766666666666667,0.9116666666666666,3.663055555555556,0.0016666666666666,13.165,24.41075757575757,20.55181818181818,28.25181818181818,0.6906818181818182,0.5745454545454546,0.8945454545454545,3.176439393939394,0.0009090909090909,12.741818181818182
-12.75,35.25,21.82333333333333,17.508333333333336,26.1,0.7527777777777778,0.605,0.9516666666666668,4.365277777777778,0.0066666666666666,14.925,21.969848484848487,17.79,26.171818181818185,0.7327272727272728,0.6036363636363636,0.9181818181818184,3.663409090909091,0.0036363636363636,14.27818181818182
-12.75,35.75,20.63041666666667,16.136666666666667,25.04833333333333,0.7711111111111112,0.6116666666666667,0.96,4.724861111111111,0.0066666666666666,16.71666666666667,20.75174242424242,16.344545454545457,25.09,0.7487121212121213,0.6090909090909091,0.9209090909090908,4.011212121212122,0.0036363636363636,15.781818181818185
-12.25,33.25,20.66819444444444,16.116666666666667,25.1,0.6337499999999999,0.4683333333333332,0.8816666666666668,4.038472222222223,0.0,17.118333333333336,20.843787878787875,16.506363636363634,25.25454545454545,0.6051515151515151,0.4645454545454545,0.8163636363636363,3.3810606060606063,0.0,14.946363636363635
-12.25,33.75,20.187916666666663,15.865,24.031666666666663,0.6977777777777777,0.565,0.8583333333333334,4.230555555555555,0.0,15.586666666666668,20.261515151515155,15.964545454545451,24.13,0.6789393939393938,0.5563636363636365,0.820909090909091,3.725606060606061,0.0,14.494545454545454
-12.25,34.25,25.137083333333333,21.38,28.345,0.6820833333333334,0.5583333333333335,0.8833333333333333,4.044027777777778,0.0,14.074999999999998,25.216742424242423,21.51727272727273,28.39181818181818,0.6728030303030302,0.5554545454545455,0.870909090909091,3.543939393939394,0.0,13.286363636363635
-12.25,34.75,24.81222222222222,20.98333333333333,28.555000000000003,0.7080555555555555,0.5833333333333334,0.905,4.235277777777778,0.0,14.656666666666668,24.95060606060606,21.24,28.612727272727277,0.6953030303030303,0.5818181818181819,0.8881818181818182,3.628333333333333,0.0,13.65181818181818
-12.25,35.25,22.85833333333333,18.705,27.210000000000004,0.7441666666666666,0.6016666666666667,0.9316666666666666,4.623055555555555,0.0033333333333333,15.575,23.036439393939396,19.030909090909088,27.282727272727268,0.7231818181818181,0.6009090909090908,0.8990909090909092,3.895681818181818,0.0018181818181818,14.584545454545456
-12.25,35.75,21.71236111111111,17.29,26.331666666666667,0.767361111111111,0.61,0.955,4.882638888888889,0.005,16.093333333333334,21.88318181818181,17.598181818181818,26.37454545454546,0.741439393939394,0.6072727272727273,0.9127272727272728,4.1250757575757575,0.0027272727272727,15.05818181818182
-11.75,33.25,21.10569444444444,16.655,25.53,0.6031944444444445,0.4366666666666667,0.8283333333333333,3.8816666666666673,0.0,15.316666666666665,21.350984848484845,17.167272727272724,25.727272727272727,0.5695454545454545,0.43,0.7618181818181818,3.2874242424242426,0.0,13.915454545454544
-11.75,33.75,19.47,15.113333333333332,23.25666666666667,0.7291666666666666,0.57,0.91,4.382777777777778,0.0,15.376666666666663,19.56742424242424,15.243636363636364,23.388181818181817,0.701969696969697,0.5609090909090909,0.8618181818181817,3.768560606060606,0.0,14.140000000000002
-11.75,34.25,24.957916666666662,21.110000000000003,28.383333333333336,0.7351388888888889,0.5933333333333333,0.9483333333333333,4.560694444444445,0.0016666666666666,14.621666666666664,25.052348484848483,21.294545454545457,28.435454545454547,0.7212878787878789,0.589090909090909,0.9290909090909092,3.897575757575758,0.0009090909090909,13.536363636363635
-11.75,34.75,24.754166666666663,20.815,28.56,0.7080555555555555,0.5733333333333333,0.9033333333333332,4.392361111111112,0.0016666666666666,14.853333333333332,24.897121212121213,21.07454545454545,28.623636363636365,0.6934090909090909,0.5690909090909091,0.8854545454545453,3.789924242424242,0.0009090909090909,13.759090909090908
-11.75,35.25,23.28958333333333,19.07333333333333,27.731666666666666,0.7151388888888889,0.5766666666666667,0.8966666666666668,4.3966666666666665,0.0016666666666666,15.095,23.49530303030303,19.432727272727277,27.803636363636368,0.6927272727272725,0.5745454545454546,0.859090909090909,3.752348484848485,0.0009090909090909,13.795454545454543
-11.75,35.75,22.78027777777778,18.331666666666667,27.671666666666667,0.7531944444444445,0.605,0.9316666666666666,4.570972222222222,0.0033333333333333,14.85,23.021666666666665,18.75090909090909,27.74818181818182,0.7240909090909091,0.6036363636363636,0.8800000000000001,3.811287878787879,0.0018181818181818,13.420909090909094
-11.25,33.25,21.797361111111112,17.31833333333333,26.46666666666667,0.5975,0.4466666666666667,0.7816666666666666,3.752916666666667,0.0,13.586666666666666,22.082803030303037,17.883636363636363,26.719090909090912,0.5669696969696971,0.4418181818181818,0.7272727272727273,3.253257575757576,0.0,12.685454545454546
-11.25,33.75,19.302916666666665,14.783333333333331,23.395,0.7341666666666667,0.5533333333333333,0.9316666666666666,4.265694444444445,0.0,14.818333333333332,19.427424242424244,14.984545454545456,23.55,0.7057575757575757,0.5463636363636364,0.881818181818182,3.724772727272728,0.0,13.357272727272727
-11.25,34.25,24.90875,20.898333333333333,28.57,0.7305555555555556,0.5766666666666667,0.9466666666666668,3.9672222222222224,0.0016666666666666,12.976666666666668,25.02492424242424,21.14,28.67090909090909,0.716060606060606,0.5736363636363637,0.9254545454545454,3.498030303030303,0.0009090909090909,11.969090909090909
-11.25,34.75,23.943194444444444,19.826666666666664,27.886666666666667,0.6766666666666667,0.5166666666666667,0.895,4.081666666666667,0.0016666666666666,13.236666666666666,24.11098484848485,20.155454545454543,27.99272727272728,0.6580303030303031,0.5145454545454544,0.868181818181818,3.5444696969696965,0.0009090909090909,12.158181818181818
-11.25,35.25,22.349027777777778,17.986666666666668,26.81833333333334,0.6715277777777778,0.5016666666666666,0.8833333333333333,4.467083333333334,0.0033333333333333,14.216666666666669,22.58628787878788,18.41272727272727,26.93636363636364,0.6433333333333333,0.4972727272727272,0.8363636363636363,3.738863636363636,0.0018181818181818,12.789090909090907
-11.25,35.75,22.41708333333333,17.941666666666666,27.21333333333334,0.7091666666666666,0.5433333333333333,0.8933333333333334,4.7918055555555545,0.005,15.916666666666666,22.70371212121212,18.42363636363637,27.35,0.6753030303030303,0.5381818181818182,0.8399999999999999,3.871818181818182,0.0027272727272727,13.668181818181814
-10.75,33.25,21.695138888888888,17.156666666666666,26.33333333333333,0.6222222222222222,0.4666666666666666,0.8033333333333333,3.884583333333333,0.0,13.51,21.976818181818185,17.71363636363636,26.66545454545455,0.5908333333333334,0.46,0.7527272727272727,3.3888636363636366,0.0,13.121818181818185
-10.75,33.75,18.925277777777776,14.455,22.845,0.7329166666666667,0.555,0.9283333333333332,4.377361111111111,0.0016666666666666,14.541666666666666,19.05454545454545,14.682727272727272,23.033636363636365,0.7035606060606061,0.5427272727272728,0.88,3.865454545454545,0.0009090909090909,13.684545454545455
-10.75,34.25,25.10013888888889,20.993333333333336,28.85333333333333,0.6763888888888889,0.5516666666666666,0.86,3.104027777777778,0.0,10.28,25.209545454545456,21.25363636363636,28.932727272727277,0.6681818181818181,0.5481818181818182,0.8463636363636364,2.851212121212121,0.0,10.209090909090907
-10.75,34.75,23.856666666666666,19.683333333333334,28.04,0.635,0.4716666666666667,0.8733333333333334,3.8508333333333336,0.0016666666666666,12.611666666666666,24.04007575757576,20.112727272727277,28.135454545454547,0.6170454545454545,0.4699999999999999,0.8454545454545453,3.2987878787878784,0.0009090909090909,11.76909090909091
-10.75,35.25,21.72180555555555,17.358333333333334,26.22666666666667,0.65125,0.4466666666666667,0.9116666666666668,4.980555555555555,0.0033333333333333,15.801666666666664,21.972121212121213,17.875454545454545,26.375454545454545,0.6192424242424243,0.44,0.8627272727272726,4.042727272727273,0.0018181818181818,14.18
-10.75,35.75,21.407361111111115,16.985000000000003,25.88833333333334,0.6852777777777778,0.4733333333333333,0.9116666666666666,5.482777777777778,0.005,18.516666666666666,21.684242424242424,17.479999999999997,26.07,0.6481818181818182,0.4654545454545454,0.8636363636363636,4.356590909090909,0.0027272727272727,15.94909090909091
-10.25,33.25,21.387083333333333,16.85833333333333,25.895,0.6479166666666667,0.4816666666666667,0.8400000000000002,3.842222222222222,0.0016666666666666,13.55,21.644848484848488,17.37,26.23636363636364,0.6137878787878788,0.4745454545454544,0.7836363636363637,3.325757575757576,0.0009090909090909,12.567272727272728
-10.25,33.75,20.52138888888889,16.158333333333335,24.38166666666667,0.7247222222222222,0.5483333333333333,0.93,4.6154166666666665,0.005,14.843333333333334,20.679318181818186,16.45090909090909,24.61272727272727,0.6881818181818182,0.5327272727272727,0.869090909090909,3.955303030303031,0.0027272727272727,14.08818181818182
-10.25,34.25,24.892777777777777,20.77,28.706666666666667,0.6556944444444445,0.54,0.8266666666666668,3.28125,0.0033333333333333,10.788333333333334,24.999166666666667,21.05818181818182,28.749090909090903,0.6442424242424243,0.5363636363636363,0.81,2.907878787878788,0.0018181818181818,10.485454545454546
-10.25,34.75,23.16902777777777,19.031666666666663,27.35833333333333,0.6522222222222223,0.4733333333333333,0.8916666666666667,4.46625,0.005,14.976666666666668,23.34090909090909,19.48909090909091,27.40636363636364,0.6328787878787879,0.4718181818181818,0.8654545454545454,3.7143939393939394,0.0027272727272727,13.634545454545457
-10.25,35.25,21.401805555555555,17.10833333333333,25.781666666666663,0.6740277777777778,0.4416666666666666,0.9616666666666666,5.424027777777778,0.005,18.045,21.62151515151515,17.682727272727274,25.888181818181817,0.6448484848484847,0.4390909090909091,0.921818181818182,4.4125000000000005,0.0027272727272727,16.170909090909092
-10.25,35.75,21.62875,17.33666666666667,25.85333333333333,0.6786111111111112,0.4499999999999999,0.955,5.23513888888889,0.0033333333333333,17.224999999999998,21.84878787878788,17.89636363636364,26.00272727272727,0.6487121212121212,0.4454545454545455,0.9136363636363636,4.309621212121211,0.0018181818181818,15.724545454545456
-9.75,33.25,20.30736111111111,15.813333333333333,24.43166666666666,0.6525,0.4766666666666667,0.8433333333333334,4.125,0.01,13.588333333333331,20.56712121212121,16.23272727272727,24.812727272727276,0.6053030303030303,0.4554545454545455,0.77,3.428181818181819,0.0054545454545454,12.11
-9.75,33.75,21.52902777777777,17.01,25.5,0.7068055555555556,0.52,0.9133333333333332,5.173333333333333,0.01,15.515,21.74780303030303,17.36,25.813636363636363,0.6552272727272727,0.4954545454545453,0.8372727272727272,4.159848484848485,0.0054545454545454,13.736363636363638
-9.75,34.25,21.41888888888889,17.314999999999998,24.965000000000003,0.6336111111111111,0.4833333333333332,0.8216666666666667,5.183194444444444,0.0066666666666666,15.86,21.56348484848485,17.63090909090909,25.11818181818182,0.6077272727272728,0.4736363636363636,0.7863636363636364,4.117272727272728,0.0036363636363636,13.349090909090911
-9.75,34.75,19.794027777777774,15.765,23.241666666666664,0.6887500000000001,0.4733333333333333,0.9116666666666668,6.3069444444444445,0.0083333333333333,19.456666666666667,19.957954545454548,16.11909090909091,23.401818181818182,0.6578030303030303,0.459090909090909,0.8854545454545455,5.0181818181818185,0.0045454545454545,16.46181818181818
-9.75,35.25,20.20625,16.201666666666668,23.88000000000001,0.7072222222222223,0.4666666666666666,0.97,5.996111111111111,0.0083333333333333,19.098333333333333,20.37628787878788,16.634545454545453,24.030909090909088,0.6770454545454547,0.4527272727272728,0.940909090909091,4.920378787878788,0.0045454545454545,16.55454545454545
