LAT,LON,T2M_AVERAGE,T2M_MIN,T2M_MAX,GWETROOT_AVERAGE,GWETROOT_MIN,GWETROOT_MAX,PRECTOTCORR_AVERAGE,PRECTOTCORR_MIN,PRECTOTCORR_MAX
-15.25,35.25,22.594583333333333,17.36,28.88,0.7159722222222222,0.57,0.92,4.270277777777777,0.0,21.74
-15.25,35.75,22.7425,17.56,28.61,0.7233333333333333,0.58,0.94,4.140833333333333,0.0,19.61
-14.75,33.25,22.643055555555556,16.89,29.46,0.5420833333333334,0.43,0.75,3.319861111111111,0.0,20.6
-14.75,33.75,20.414861111111108,14.83,26.63,0.7351388888888889,0.6,0.95,3.9094444444444445,0.0,29.25
-14.75,34.25,19.28097222222222,14.14,24.77,0.7608333333333334,0.61,0.96,4.3075,0.0,35.01
-14.75,34.75,21.399444444444445,16.35,27.11,0.7438888888888889,0.6,0.95,4.283333333333333,0.0,30.19
-14.75,35.25,22.924166666666665,17.95,28.76,0.7230555555555556,0.59,0.94,4.004027777777778,0.0,25.66
-14.75,35.75,22.796805555555554,17.86,28.58,0.7108333333333333,0.58,0.94,3.7302777777777774,0.0,24.6
-14.25,33.25,21.336666666666666,15.63,27.29,0.6251388888888889,0.5,0.84,3.5469444444444442,0.0,22.11
-14.25,33.75,19.927222222222223,14.58,25.44,0.7266666666666667,0.6,0.93,3.771111111111111,0.0,29.12
-14.25,34.25,20.340416666666666,15.26,25.63,0.7261111111111112,0.6,0.94,3.9084722222222226,0.0,34.11
-14.25,34.75,22.606527777777778,17.72,27.97,0.7073611111111111,0.59,0.92,3.821111111111111,0.0,29.44
-14.25,35.25,23.23888888888889,18.48,28.89,0.7048611111111112,0.59,0.93,3.6427777777777774,0.0,22.0
-14.25,35.75,22.186666666666667,17.25,28.15,0.7151388888888889,0.59,0.96,3.487083333333333,0.0,23.91
-13.75,33.25,20.848333333333333,15.33,26.65,0.6718055555555555,0.54,0.9,3.392083333333334,0.0,19.15
-13.75,33.75,20.310694444444444,15.09,25.79,0.7191666666666667,0.6,0.93,3.5381944444444446,0.0,24.05
-13.75,34.25,23.208333333333332,18.27,28.73,0.6720833333333334,0.56,0.92,3.5394444444444444,0.0,25.73
-13.75,34.75,23.919444444444444,19.17,29.41,0.6790277777777778,0.57,0.91,3.5284722222222222,0.0,23.45
-13.75,35.25,22.874444444444446,18.13,28.51,0.7072222222222222,0.59,0.94,3.480277777777778,0.0,18.51
-13.75,35.75,21.61236111111111,16.53,27.53,0.7284722222222223,0.6,0.97,3.430416666666667,0.0,17.66
-13.25,33.25,20.866944444444446,15.45,26.48,0.6361111111111111,0.5,0.9,3.347361111111111,0.0,17.6
-13.25,33.75,20.769166666666663,15.68,26.08,0.6941666666666666,0.56,0.92,3.39875,0.0,21.21
-13.25,34.25,25.03875,20.49,29.99,0.6613888888888888,0.55,0.92,3.355,0.0,22.02
-13.25,34.75,24.214305555555555,19.63,29.39,0.6959722222222222,0.57,0.94,3.539305555555556,0.0,20.17
-13.25,35.25,21.92375,17.1,27.35,0.7376388888888888,0.6,0.98,3.79875,0.0,16.64
-13.25,35.75,20.798194444444444,15.83,26.36,0.7531944444444444,0.6,0.98,3.945138888888889,0.0,17.56
-12.75,33.25,20.769444444444446,15.49,26.18,0.6355555555555555,0.48,0.93,3.6662500000000002,0.0,22.68
-12.75,33.75,20.889027777777777,16.01,25.96,0.6747222222222222,0.53,0.9,3.6323611111111114,0.0,21.35
-12.75,34.25,25.29041666666667,21.02,29.43,0.6555555555555556,0.54,0.89,3.1802777777777775,0.0,20.33
-12.75,34.75,24.278194444444445,19.92,28.8,0.7031944444444445,0.57,0.94,3.6630555555555557,0.0,19.38
-12.75,35.25,21.823333333333334,17.09,26.8,0.7527777777777778,0.6,0.98,4.365277777777778,0.0,18.67
-12.75,35.75,20.63041666666667,15.68,25.99,0.7711111111111112,0.6,0.99,4.724861111111111,0.0,20.68
-12.25,33.25,20.668194444444442,15.64,25.93,0.63375,0.46,0.95,4.038472222222222,0.0,22.97
-12.25,33.75,20.187916666666666,15.57,24.83,0.6977777777777778,0.55,0.89,4.230555555555556,0.0,21.82
-12.25,34.25,25.137083333333337,20.94,28.93,0.6820833333333334,0.55,0.91,4.044027777777778,0.0,21.13
-12.25,34.75,24.81222222222222,20.48,29.12,0.7080555555555555,0.58,0.93,4.235277777777778,0.0,20.34
-12.25,35.25,22.858333333333334,18.01,28.04,0.7441666666666666,0.6,0.97,4.623055555555556,0.0,18.91
-12.25,35.75,21.71236111111111,16.6,27.39,0.7673611111111112,0.6,0.99,4.882638888888889,0.0,18.96
-11.75,33.25,21.105694444444442,16.21,26.43,0.6031944444444445,0.42,0.92,3.881666666666667,0.0,22.02
-11.75,33.75,19.47,14.75,24.07,0.7291666666666666,0.56,0.94,4.382777777777778,0.0,21.49
-11.75,34.25,24.957916666666666,20.67,29.03,0.7351388888888889,0.59,0.97,4.560694444444445,0.0,21.32
-11.75,34.75,24.754166666666666,20.21,29.19,0.7080555555555555,0.57,0.95,4.392361111111111,0.0,20.99
-11.75,35.25,23.289583333333333,18.28,28.62,0.7151388888888889,0.57,0.96,4.3966666666666665,0.0,19.96
-11.75,35.75,22.78027777777778,17.55,28.76,0.7531944444444444,0.6,0.99,4.570972222222222,0.0,18.52
-11.25,33.25,21.797361111111112,16.82,27.33,0.5975,0.44,0.84,3.7529166666666662,0.0,20.29
-11.25,33.75,19.302916666666665,14.44,24.1,0.7341666666666666,0.54,0.97,4.265694444444445,0.0,20.87
-11.25,34.25,24.90875,20.43,29.12,0.7305555555555556,0.57,0.97,3.967222222222222,0.0,18.8
-11.25,34.75,23.943194444444444,19.22,28.53,0.6766666666666666,0.51,0.95,4.081666666666667,0.0,20.0
-11.25,35.25,22.349027777777778,17.25,27.74,0.6715277777777778,0.49,0.96,4.467083333333333,0.0,20.6
-11.25,35.75,22.417083333333334,17.21,28.34,0.7091666666666667,0.53,0.97,4.791805555555555,0.0,21.73
-10.75,33.25,21.695138888888888,16.57,27.15,0.6222222222222222,0.46,0.87,3.8845833333333335,0.0,19.4
-10.75,33.75,18.925277777777776,14.1,23.52,0.7329166666666667,0.54,0.98,4.377361111111111,0.0,20.15
-10.75,34.25,25.10013888888889,20.48,29.31,0.6763888888888889,0.55,0.91,3.104027777777778,0.0,15.06
-10.75,34.75,23.85666666666667,18.99,28.58,0.635,0.47,0.93,3.850833333333333,0.0,18.2
-10.75,35.25,21.721805555555555,16.54,27.08,0.65125,0.44,0.97,4.980555555555555,0.0,22.24
-10.75,35.75,21.40736111111111,16.21,26.98,0.6852777777777779,0.46,0.97,5.482777777777778,0.0,25.18
-10.25,33.25,21.387083333333333,16.34,26.76,0.6479166666666667,0.47,0.93,3.842222222222222,0.0,18.19
-10.25,33.75,20.52138888888889,15.72,24.98,0.7247222222222223,0.53,0.98,4.6154166666666665,0.0,18.89
-10.25,34.25,24.892777777777777,20.22,29.2,0.6556944444444445,0.53,0.89,3.28125,0.0,14.16
-10.25,34.75,23.169027777777778,18.29,27.78,0.6522222222222223,0.47,0.93,4.46625,0.0,19.51
-10.25,35.25,21.401805555555555,16.29,26.38,0.6740277777777778,0.44,0.99,5.424027777777778,0.0,22.68
-10.25,35.75,21.62875,16.55,26.68,0.678611111111111,0.44,0.99,5.235138888888889,0.0,21.71
-9.75,33.25,20.307361111111113,15.37,25.33,0.6525,0.44,0.97,4.125,0.0,18.02
-9.75,33.75,21.529027777777777,16.47,25.96,0.7068055555555556,0.5,0.98,5.173333333333334,0.0,17.14
-9.75,34.25,21.41888888888889,16.77,25.5,0.6336111111111111,0.47,0.87,5.183194444444444,0.0,17.93
-9.75,34.75,19.794027777777778,15.1,23.63,0.6887500000000001,0.45,0.93,6.3069444444444445,0.0,23.2
-9.75,35.25,20.206249999999997,15.55,24.34,0.7072222222222222,0.44,0.99,5.9961111111111105,0.0,23.2
-9.75,35.75,22.50861111111111,17.93,27.11,0.64625,0.44,0.98,4.363194444444444,0.0,17.93
-9.25,33.25,18.698055555555555,14.14,22.67,0.6718055555555555,0.45,0.96,4.590972222222223,0.0,18.88
-9.25,33.75,18.454583333333332,13.82,21.8,0.7798611111111111,0.58,0.99,5.921527777777778,0.0,18.46
-9.25,34.25,18.207361111111112,14.07,21.63,0.6479166666666667,0.44,0.87,6.048055555555555,0.0,20.57
-9.25,34.75,17.743055555555557,13.52,20.55,0.7229166666666668,0.46,0.94,7.200277777777777,0.0,23.46
-9.25,35.25,19.505555555555556,15.31,22.87,0.7519444444444444,0.5,1.0,6.595138888888889,0.0,23.99
-9.25,35.75,22.860277777777778,18.47,27.06,0.65625,0.46,0.98,4.432361111111111,0.0,18.81
