LAT,LON,T2M_AVERAGE,T2M_MIN,T2M_MAX,GWETROOT_AVERAGE,GWETROOT_MIN,GWETROOT_MAX,PRECTOTCORR_AVERAGE,PRECTOTCORR_MIN,PRECTOTCORR_MAX
-16.75,33.25,25.058611111111116,20.128333333333334,29.885,0.4313888888888889,0.39000000000000007,0.5366666666666667,2.2465277777777777,0.011666666666666665,11.17
-16.75,33.75,25.31416666666667,20.523333333333333,30.0,0.46569444444444447,0.43,0.5483333333333333,2.2430555555555554,0.02,10.671666666666667
-16.75,34.25,25.890972222222228,21.231666666666666,30.71833333333333,0.5215277777777777,0.4699999999999999,0.645,2.181111111111111,0.02666666666666667,9.018333333333333
-16.75,34.75,26.010833333333334,21.265,31.069999999999997,0.5784722222222223,0.5099999999999999,0.7266666666666667,2.645138888888889,0.03166666666666667,10.82
-16.75,35.25,25.37111111111111,20.60333333333333,30.548333333333336,0.6076388888888888,0.5133333333333333,0.79,3.2094444444444448,0.04833333333333334,13.498333333333333
-16.75,35.75,24.388333333333332,19.740000000000002,29.461666666666662,0.6165277777777777,0.5016666666666666,0.8116666666666665,3.5563888888888893,0.06833333333333333,14.35
-16.25,33.25,25.61486111111111,20.636666666666667,30.676666666666666,0.5076388888888889,0.46166666666666667,0.61,2.1381944444444447,0.015,10.048333333333334
-16.25,33.75,25.70902777777778,20.794999999999998,30.838333333333328,0.5009722222222222,0.45,0.5983333333333333,2.3155555555555556,0.018333333333333333,10.368333333333334
-16.25,34.25,25.620555555555555,20.80166666666667,30.793333333333337,0.5036111111111111,0.44166666666666665,0.6283333333333333,2.2594444444444446,0.016666666666666666,9.678333333333333
-16.25,34.75,25.057222222222222,20.206666666666667,30.38166666666666,0.5895833333333333,0.5,0.75,3.111111111111111,0.028333333333333332,12.103333333333333
-16.25,35.25,23.745694444444442,18.938333333333333,28.988333333333333,0.6758333333333333,0.555,0.8633333333333334,3.9324999999999997,0.05333333333333334,15.229999999999999
-16.25,35.75,22.42652777777778,17.723333333333333,27.345000000000002,0.7108333333333333,0.5683333333333332,0.8983333333333334,4.293472222222222,0.07666666666666666,16.19666666666667
-15.75,33.25,25.147638888888892,20.02,30.416666666666668,0.5179166666666667,0.46166666666666667,0.635,2.3408333333333333,0.013333333333333334,10.801666666666668
-15.75,33.75,24.644722222222224,19.493333333333332,30.016666666666666,0.5219444444444444,0.44166666666666665,0.6466666666666666,2.8047222222222223,0.02,11.676666666666668
-15.75,34.25,23.618333333333336,18.598333333333333,28.74166666666667,0.5566666666666668,0.4699999999999999,0.685,2.8268055555555556,0.018333333333333333,12.011666666666665
-15.75,34.75,23.134444444444444,18.14833333333333,28.30333333333333,0.6231944444444445,0.5083333333333334,0.7833333333333332,3.6226388888888885,0.028333333333333335,14.166666666666666
-15.75,35.25,22.457916666666666,17.581666666666667,27.48333333333333,0.6974999999999999,0.5566666666666668,0.8783333333333333,4.303611111111111,0.043333333333333335,15.888333333333335
-15.75,35.75,21.714583333333334,16.971666666666668,26.471666666666664,0.7395833333333334,0.59,0.9216666666666667,4.531666666666667,0.055,16.363333333333333
-15.25,33.25,24.096666666666664,18.85666666666667,29.516666666666666,0.496111111111111,0.4116666666666667,0.6383333333333333,2.7881944444444446,0.011666666666666665,12.305000000000001
-15.25,33.75,22.44583333333333,17.14,27.795,0.6465277777777778,0.535,0.8016666666666667,3.5393055555555555,0.018333333333333333,14.713333333333331
-15.25,34.25,20.72888888888889,15.635,25.53833333333333,0.7148611111111111,0.5883333333333333,0.8683333333333335,3.895277777777778,0.024999999999999998,15.816666666666665
-15.25,34.75,21.55972222222222,16.588333333333335,26.48,0.7172222222222221,0.5833333333333333,0.8850000000000001,4.2225,0.024999999999999998,16.07166666666667
-15.25,35.25,22.594583333333336,17.783333333333335,27.576666666666664,0.7159722222222222,0.5816666666666667,0.8983333333333334,4.270277777777777,0.024999999999999998,16.51
-15.25,35.75,22.742500000000003,18.083333333333332,27.583333333333332,0.7233333333333333,0.59,0.9133333333333334,4.140833333333333,0.02666666666666667,15.845
-14.75,33.25,22.64305555555556,17.396666666666665,28.048333333333332,0.5420833333333334,0.43333333333333335,0.7083333333333334,3.319861111111111,0.01,14.593333333333334
-14.75,33.75,20.41486111111111,15.228333333333333,25.41,0.7351388888888889,0.6083333333333333,0.9016666666666665,3.909444444444444,0.011666666666666665,17.16333333333333
-14.75,34.25,19.28097222222222,14.331666666666669,23.773333333333337,0.7608333333333333,0.6233333333333334,0.9216666666666667,4.3075,0.021666666666666667,18.576666666666664
-14.75,34.75,21.399444444444445,16.663333333333338,26.161666666666672,0.7438888888888888,0.6133333333333333,0.9233333333333333,4.283333333333333,0.02,17.12333333333333
-14.75,35.25,22.924166666666665,18.39666666666667,27.931666666666672,0.7230555555555555,0.5983333333333334,0.9249999999999999,4.004027777777778,0.016666666666666666,16.026666666666667
-14.75,35.75,22.796805555555554,18.37666666666667,27.795,0.7108333333333333,0.5883333333333333,0.9183333333333334,3.730277777777778,0.013333333333333334,16.043333333333333
-14.25,33.25,21.336666666666662,16.264999999999997,26.474999999999998,0.6251388888888888,0.5049999999999999,0.7966666666666665,3.5469444444444442,0.0016666666666666668,15.493333333333332
-14.25,33.75,19.927222222222223,15.041666666666666,24.638333333333335,0.7266666666666666,0.605,0.89,3.7711111111111113,0.0033333333333333335,16.5
-14.25,34.25,20.340416666666666,15.610000000000001,24.861666666666668,0.726111111111111,0.605,0.8883333333333333,3.9084722222222226,0.005,17.279999999999998
