LAT,LON,T2M_AVERAGE,T2M_MIN,T2M_MAX,GWETROOT_AVERAGE,GWETROOT_MIN,GWETROOT_MAX,PRECTOTCORR_AVERAGE,PRECTOTCORR_MIN,PRECTOTCORR_MAX
-16.75,33.25,25.077954545454546,20.26909090909091,29.883636363636366,0.43234848484848487,0.39,0.5445454545454547,2.1762121212121213,0.006363636363636363,10.408181818181818
-16.75,33.75,25.32992424242424,20.68909090909091,29.985454545454544,0.46696969696969687,0.42999999999999994,0.56,2.222272727272727,0.010909090909090908,10.136363636363637
-16.75,34.25,25.89962121212121,21.443636363636365,30.66727272727273,0.5271212121212121,0.4699999999999999,0.6718181818181818,2.188484848484849,0.014545454545454545,9.234545454545454
-16.75,34.75,26.099545454545456,21.616363636363637,30.997272727272726,0.5802272727272727,0.5099999999999999,0.7481818181818182,2.4774999999999996,0.017272727272727273,10.36090909090909
-16.75,35.25,25.523939393939393,21.015454545454546,30.431818181818183,0.5993939393939395,0.5118181818181817,0.7936363636363635,2.841287878787879,0.026363636363636367,12.397272727272725
-16.75,35.75,24.53348484848485,20.05909090909091,29.30909090909091,0.6031060606060605,0.5009090909090909,0.8027272727272727,3.110151515151515,0.03727272727272727,13.532727272727273
-16.25,33.25,25.624242424242425,20.76181818181818,30.71090909090909,0.5077272727272727,0.46090909090909093,0.6163636363636363,2.081060606060606,0.00818181818181818,9.796363636363637
-16.25,33.75,25.766060606060606,21.003636363636364,30.87454545454545,0.4990909090909091,0.45,0.6063636363636363,2.241742424242424,0.01,9.97090909090909
-16.25,34.25,25.655909090909088,21.016363636363636,30.783636363636358,0.5057575757575757,0.440909090909091,0.6418181818181817,2.195151515151515,0.00909090909090909,9.594545454545454
-16.25,34.75,25.1819696969697,20.566363636363636,30.35909090909091,0.5838636363636364,0.5,0.7536363636363638,2.8236363636363633,0.015454545454545453,11.636363636363637
-16.25,35.25,23.92954545454546,19.329090909090908,28.939090909090904,0.6612121212121213,0.5527272727272726,0.8545454545454544,3.4234090909090913,0.02909090909090909,14.109090909090911
-16.25,35.75,22.599318181818184,18.00909090909091,27.294545454545457,0.6907575757575758,0.5654545454545455,0.879090909090909,3.7039393939393945,0.04181818181818182,15.067272727272728
-15.75,33.25,25.22568181818182,20.214545454545455,30.55272727272727,0.5139393939393938,0.46090909090909093,0.6327272727272727,2.1794696969696976,0.007272727272727273,10.446363636363635
-15.75,33.75,24.810833333333335,19.80545454545455,30.20090909090909,0.5106060606060606,0.44000000000000006,0.6372727272727273,2.528409090909091,0.01090909090909091,10.923636363636364
